242.719734,-0.257294,-488.112718,113.142518,-45.510119,-0.142141,0.000081,0.573570,0.506873,0.014035,0.000151,-71.730297,788.969465,9.219931,0.383087,18.165582,7.265832,-0.464264,2.718081,0.133357,-0.008005
2178.378134,-0.872135,-348.728930,-5275.518064,-42.715976,11.728616,0.000078,0.149306,0.942364,0.011552,0.002289,205.217646,252.060196,3.788528,2.311206,3335.540449,9.505743,-7.620484,2.467967,0.107669,-0.049314
525.611662,-0.587165,-318.023402,-1229.490068,-43.188872,7.831643,0.000077,0.276162,0.762771,0.012762,0.001158,419.866085,163.880945,6.565813,3.195972,1046.160222,8.603133,-6.951982,2.469760,0.123860,-0.025065
709.196234,-0.475602,-264.546162,-1382.797597,-44.140489,4.446934,0.000074,0.337368,0.670657,0.013176,0.000884,413.400433,157.135717,8.017571,2.656834,1028.506516,7.825248,-4.092819,2.604087,0.123038,-0.018358
1409.825144,-0.428110,-738.967831,-2738.172615,-43.367676,2.866340,0.000079,0.354743,0.630767,0.013756,0.000732,476.115095,625.016050,7.980418,3.505686,1694.282429,7.920794,-2.872716,2.500041,0.124978,-0.015670
454.103142,-0.411453,-607.104820,-676.229408,-43.708949,3.560245,0.000080,0.386860,0.621988,0.013511,0.000672,479.150540,504.463878,7.645468,3.389090,596.379763,7.140514,-3.711200,2.606244,0.127196,-0.015468
-403.932570,-0.379938,-371.870959,1234.464600,-44.938315,3.129238,0.000073,0.415761,0.603804,0.013927,0.000596,451.975664,274.694780,8.926472,3.141827,-457.049884,8.071138,-3.359082,2.588249,0.130674,-0.014731
-798.955217,-0.337573,5.611460,2173.222201,-44.993429,1.560076,0.000078,0.435924,0.566663,0.013287,0.000507,415.803835,-92.315783,8.288584,2.871971,-1002.245212,7.416626,-1.784053,2.704355,0.129495,-0.013484
-592.950081,-0.295434,101.978230,1846.773899,-45.912527,-0.174060,0.000079,0.465012,0.524816,0.013756,0.000436,325.822701,-174.425965,9.020644,2.926181,-881.381576,8.281517,-0.079312,2.685662,0.130495,-0.012324
-275.011090,-0.257671,-221.433928,1267.647297,-44.528351,-1.318029,0.000082,0.478387,0.490485,0.013644,0.000363,277.861159,199.162662,8.772505,3.104326,-619.303901,6.309581,1.001763,2.725529,0.132389,-0.011496
63.846859,-0.226274,-765.099557,651.959620,-46.018787,-1.946633,0.000080,0.498274,0.466571,0.014045,0.000278,386.316813,779.147724,9.492026,3.057330,-345.923692,8.011859,1.579171,2.689774,0.133596,-0.010787
410.563300,-0.213922,-1278.030551,-26.180376,-45.498698,-2.115874,0.000085,0.523355,0.453686,0.013941,0.000238,579.681182,1334.722278,8.846131,2.661460,-11.556109,6.939181,1.673863,2.761794,0.132539,-0.009995
518.453441,-0.207659,-1493.847405,-226.867823,-46.178893,-2.002910,0.000083,0.564996,0.455297,0.013918,0.000169,682.167255,1603.883545,10.251936,1.767531,79.607154,7.518564,1.547380,2.756803,0.132985,-0.009317
290.379373,-0.197639,-1339.974156,242.317712,-45.642447,-1.708694,0.000085,0.606751,0.448346,0.014131,0.000097,652.082763,1548.057052,8.837894,0.516057,-163.168145,6.890211,1.233393,2.758460,0.136288,-0.008565
268.243088,-0.183755,-1045.250173,273.559772,-46.198030,-1.754753,0.000081,0.650392,0.446747,0.014102,-0.000003,453.856455,1363.349343,10.182489,-0.737562,-174.592579,7.483017,1.229518,2.748431,0.136093,-0.007088
215.014783,-0.163687,-744.910877,386.779501,-46.395622,-2.019386,0.000084,0.693350,0.427748,0.014327,-0.000095,131.835860,1199.876289,9.662915,-1.741363,-232.112528,7.036346,1.395744,2.801389,0.137357,-0.005457
216.504547,-0.147927,-385.219716,374.748241,-46.177876,-2.325828,0.000086,0.722192,0.418177,0.014595,-0.000187,-350.228116,986.340489,10.231329,-2.336357,-216.341353,6.532824,1.526701,2.799396,0.138794,-0.003748
378.703713,-0.135486,-298.650275,21.802365,-46.622028,-2.233365,0.000086,0.766844,0.417613,0.014870,-0.000338,-749.976797,1052.631418,10.193672,-2.964568,-15.908066,6.022154,1.131493,2.866309,0.140381,-0.001223
129.293058,-0.113942,-376.541690,598.910817,-47.152514,-2.187233,0.000084,0.811794,0.416135,0.014358,-0.000504,-1019.612683,1292.408051,10.644856,-3.957682,-339.612349,6.970771,0.619370,2.852175,0.142741,0.002817
269.846990,-0.075439,-62.503927,320.816674,-47.024066,-2.977506,0.000090,0.880941,0.390948,0.014678,-0.000790,-1301.950777,1137.960428,10.632650,-5.367801,-186.453223,6.174759,0.867749,2.904027,0.142655,0.008689
229.171776,0.007132,400.420876,532.481759,-48.323740,-5.060643,0.000085,0.931334,0.343564,0.015018,-0.001133,-2433.726813,943.386083,10.789973,-5.029172,-338.098661,6.182072,2.119467,2.998539,0.146142,0.015587
416.855529,0.159280,1766.237857,310.003164,-50.913563,-7.628922,0.000099,1.258404,0.294078,0.016606,-0.002452,-6237.210275,878.049105,13.624448,-9.389379,-235.159924,5.985367,1.872793,3.127047,0.159428,0.040230
